ProductID,Name,Subcategory,Category,Model,Description,StandardCost,Selling_Price,ProductLine,SellStartDate,SellEndDate
979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
980,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",419.7784,769.49,"M ",30-05-2013,NULL
981,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",419.7784,769.49,"M ",30-05-2013,NULL
982,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",419.7784,769.49,"M ",30-05-2013,NULL
983,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",419.7784,769.49,"M ",30-05-2013,NULL
984,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",308.2179,564.99,"M ",30-05-2013,NULL
985,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",308.2179,564.99,"M ",30-05-2013,NULL
986,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",308.2179,564.99,"M ",30-05-2013,NULL
987,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",308.2179,564.99,"M ",30-05-2013,NULL
988,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",308.2179,564.99,"M ",30-05-2013,NULL
989,"Mountain-500 Black, 40",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",294.5797,539.99,"M ",30-05-2013,NULL
990,"Mountain-500 Black, 42",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",294.5797,539.99,"M ",30-05-2013,NULL
991,"Mountain-500 Black, 44",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",294.5797,539.99,"M ",30-05-2013,NULL
992,"Mountain-500 Black, 48",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",294.5797,539.99,"M ",30-05-2013,NULL
993,"Mountain-500 Black, 52",Mountain Bikes,Bikes,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",294.5797,539.99,"M ",30-05-2013,NULL
994,LL Bottom Bracket,Bottom Brackets,Components,LL Bottom Bracket,Chromoly steel.,23.9716,53.99,NULL,30-05-2013,NULL
995,ML Bottom Bracket,Bottom Brackets,Components,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,44.9506,101.24,NULL,30-05-2013,NULL
996,HL Bottom Bracket,Bottom Brackets,Components,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,53.9416,121.49,NULL,30-05-2013,NULL
997,"Road-750 Black, 44",Road Bikes,Bikes,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,343.6496,539.99,"R ",30-05-2013,NULL
998,"Road-750 Black, 48",Road Bikes,Bikes,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,343.6496,539.99,"R ",30-05-2013,NULL
999,"Road-750 Black, 52",Road Bikes,Bikes,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,343.6496,539.99,"R ",30-05-2013,NULL
